"date","precipitation","temp_mean","temp_highest","temp_lowest","PM10","PM2.5","humidity","sunshine_sum","sunshine_rate","wind_mean","wind_max","rental","weekday","season"
2018-01-21,2.46179775280899,0.4,5.5,-3.7,52,33,36.6,8.2,82,1,3.2,5574,"Holiday","Winter"
2018-01-22,3.3,0.2,4,-5.3,38,21,56.5,0.7,7,1.5,5.1,4929,"Weekday","Winter"
2018-01-23,2.46179775280899,-11.7,-5.3,-14.6,21,12,42,9.1,90.1,3.7,5.4,4263,"Weekday","Winter"
2018-01-24,2.46179775280899,-14.2,-10.7,-16.3,26,10,31.6,8.9,88.1,3.4,7.2,3370,"Weekday","Winter"
2018-01-25,2.46179775280899,-14,-9.5,-16.4,22,12,32.6,8.3,82.2,2.8,4.8,3307,"Weekday","Winter"
2018-01-26,2.46179775280899,-14.8,-10.7,-17.8,46.205223880597,29.4179104477612,34.9,6.40671641791045,0,2.6,4.6,3116,"Weekday","Winter"
2018-01-27,2.46179775280899,-9.9,-3.5,-15.9,37,26,37.4,9,88.2,1.4,3.4,2833,"Holiday","Winter"
2018-01-28,2.46179775280899,-6.3,-1.2,-9.3,26,17,36,7.6,74.5,2.6,5.6,3028,"Holiday","Winter"
2018-01-29,2.46179775280899,-8.5,-4.7,-11.6,39,16,35,8.9,87.3,2.7,6.2,4425,"Weekday","Winter"
2018-01-30,2.9,-5.3,-0.8,-11.4,36,20,62,5.6,54.4,1.3,3.8,3591,"Weekday","Winter"
2018-01-31,0,-2.6,0,-5.2,35,18,54.5,1.8,17.5,1.6,3.4,4104,"Weekday","Winter"
2018-02-01,2.46179775280899,-4,1.2,-8.8,34,21,44.1,9.1,88.3,1.6,3.9,5821,"Weekday","Winter"
2018-02-02,2.46179775280899,-2.4,3.8,-7.6,48,32,51.1,8.8,84.6,1.6,3.6,6557,"Weekday","Winter"
2018-02-03,0.5,-7.3,-2.1,-10.4,31,19,47,9.1,87.5,3.8,5.7,3499,"Holiday","Winter"
2018-02-04,2.46179775280899,-9.5,-5.2,-12.8,27,20,40.9,9.1,87.5,3.1,5.6,2642,"Holiday","Winter"
2018-02-05,2.46179775280899,-9.4,-5.1,-11.8,23,14,37.8,9.3,88.6,3,5.6,4213,"Weekday","Winter"
2018-02-06,2.46179775280899,-10.1,-5.8,-12.8,27,17,36.5,9,85.7,3.1,4.9,4257,"Weekday","Winter"
2018-02-07,2.46179775280899,-8,-1.6,-13.4,34,23,39.8,9.2,87.6,1.5,3.3,5028,"Weekday","Winter"
2018-02-08,2.46179775280899,-4.4,2,-9.7,45,32,43.3,9.2,86.8,1.2,3,6114,"Weekday","Winter"
2018-02-09,2.46179775280899,0.4,6.1,-5.3,63,48,43.9,2.2,20.8,1.1,3,6905,"Weekday","Winter"
2018-02-10,2.46179775280899,-0.5,3.2,-6.9,66,39,47.4,5.3,50,3,6.3,4829,"Holiday","Winter"
2018-02-11,0,-6.1,-2.2,-9.5,44,13,42.5,6.6,61.7,2.7,5.1,3047,"Holiday","Winter"
2018-02-12,0,-5.8,-1.8,-9.6,41,13,40.8,8.7,81.3,2.7,5.2,5231,"Weekday","Winter"
2018-02-13,2.46179775280899,-0.8,4.3,-7.4,43,14,54.5,8.3,76.9,2.7,5.6,6863,"Weekday","Winter"
2018-02-14,2.46179775280899,3.5,8.7,-0.7,59,27,51,3.3,30.6,2.6,5.4,7477,"Weekday","Winter"
2018-02-15,2.46179775280899,-0.7,4,-3.7,46.205223880597,29.4179104477612,28,6.40671641791045,0,2.5,4.4,3935,"Weekday","Winter"
2018-02-16,2.46179775280899,-1.1,4.9,-5.5,41,16,40.1,9.7,89,2.1,5.5,3047,"Weekday","Winter"
2018-02-17,2.46179775280899,-3,1.4,-7.1,46.205223880597,29.4179104477612,25.6,9,82.6,2.9,5.5,3494,"Holiday","Winter"
2018-02-18,2.46179775280899,-0.4,5.2,-4.9,30,14,26.9,7.2,66.1,1.3,3.5,5191,"Holiday","Winter"
2018-02-19,2.46179775280899,1.8,6.8,-1.9,51,33,48.6,4.8,43.6,1.5,3,8563,"Weekday","Winter"
2018-02-20,2.46179775280899,0.9,5.5,-2.4,51,32,41,8.3,75.5,2.5,5.8,8899,"Weekday","Winter"
2018-02-21,2.46179775280899,-0.9,4.4,-4.5,32,17,31.5,9.8,89.1,2.3,5.2,8342,"Weekday","Winter"
2018-02-22,0.4,1.3,5.4,-3.9,42,25,59,6.4,57.7,2.2,5.2,8580,"Weekday","Winter"
2018-02-23,3.7,4.2,8.6,-0.3,79,55,81.1,4.8,43.2,1.9,5,6408,"Weekday","Winter"
2018-02-24,2.46179775280899,2.4,7.2,-1.1,68,47,49.4,7.6,67.9,2.1,3.9,7198,"Holiday","Winter"
2018-02-25,2.46179775280899,1.9,7.9,-1.6,36,25,40.6,9.2,82.1,1.7,3.8,7595,"Holiday","Winter"
2018-02-26,2.46179775280899,3.1,10.4,-3.2,55,36,43.1,10.2,91.1,1.4,3.6,10712,"Weekday","Winter"
2018-02-27,2.46179775280899,4.2,6.9,0.6,82,55,48.8,0,0,0.9,1.8,10064,"Weekday","Winter"
2018-02-28,25,4.6,7.8,1.8,67,43,73.3,0,0,2,3.7,4230,"Weekday","Winter"
2018-03-01,0.5,-0.2,3,-4.3,35,26,61.9,8.7,76.3,3.8,6.9,5761,"Weekday","Spring"
2018-03-02,6.86770833333333,-0.7,5.4,-6.7,58,24,34,10.3,90.4,1.5,3.3,9388,"Weekday","Spring"
2018-03-03,0,7.9,16.2,-0.1,52,26,38.1,10.1,88.6,1.5,3.9,16029,"Holiday","Spring"
2018-03-04,11.5,9.8,11.9,7.6,28,19,89.1,0,0,1.2,3.5,5373,"Holiday","Spring"
2018-03-05,3.5,5.5,11.4,1.3,8,5,67.5,7,60.9,2,3.5,9943,"Weekday","Spring"
2018-03-06,6.86770833333333,4.5,10.9,-1.1,26,15,46.8,10.6,91.4,1.6,3.7,14028,"Weekday","Spring"
2018-03-07,0.5,6.4,10.7,2.2,25,14,54,3,25.9,1.8,3.2,12925,"Weekday","Spring"
2018-03-08,4,4.6,9.7,2.7,29,23,76,5.1,44,1.9,4.5,8812,"Weekday","Spring"
2018-03-09,6.86770833333333,4.5,9.6,1.4,41,31,63.3,5.1,43.6,1.5,4.2,13573,"Weekday","Spring"
2018-03-10,6.86770833333333,4.6,9.7,0.7,43,31,65.8,7.9,67.5,2,5.9,13324,"Holiday","Spring"
2018-03-11,6.86770833333333,6.4,12.2,2.7,52,35,51.3,9.8,83.1,2,4.2,15136,"Holiday","Spring"
2018-03-12,6.86770833333333,8,15.5,2.2,80,52,45.8,7.5,63.6,1.4,4.2,15913,"Weekday","Spring"
2018-03-13,6.86770833333333,12.4,18.8,5.2,59,37,60.5,6.6,55.9,1.8,4.3,19514,"Weekday","Spring"
2018-03-14,6.86770833333333,17,22.1,13.6,22,11,58.8,7.9,66.4,2.3,5,24911,"Weekday","Spring"
2018-03-15,27,12.4,16.6,8.4,18,12,92.1,0,0,2.1,4.8,7091,"Weekday","Spring"
2018-03-16,6.86770833333333,7.1,12.2,3.6,12,6,46.9,11,91.7,1.9,3.1,18415,"Weekday","Spring"
2018-03-17,6.86770833333333,6.6,14,0.5,26,16,48,9.1,75.8,1.5,3.8,20165,"Holiday","Spring"
2018-03-18,0.5,8.2,12.5,5.4,52,36,55.9,0,0,1.2,2.9,11740,"Holiday","Spring"
2018-03-19,1,8,10.4,6.2,30,23,64.5,0,0,2.5,4.2,10297,"Weekday","Spring"
2018-03-20,6.86770833333333,4.7,9.1,1.6,18,7,39.9,5.4,44.6,3.4,4.8,13205,"Weekday","Spring"
2018-03-21,6.86770833333333,2.1,5.3,1.1,41.6443514644351,23.1464435146443,64.1,0.4,3.3,1.7,3.3,8225,"Weekday","Spring"
2018-03-22,6.86770833333333,4.9,11.6,0.6,41.6443514644351,23.1464435146443,61.5,10.7,87.7,2.2,5,16420,"Weekday","Spring"
2018-03-23,6.86770833333333,6.1,12.5,1.8,41.6443514644351,23.1464435146443,55.3,8.7,71.3,2,4.2,17904,"Weekday","Spring"
2018-03-24,6.86770833333333,7.6,13.1,4,41.6443514644351,23.1464435146443,61.9,7.2,58.5,2.1,4.4,14914,"Holiday","Spring"
2018-03-25,6.86770833333333,9.6,16.9,4.6,41.6443514644351,23.1464435146443,65.6,9.5,77.2,1.7,3.5,13942,"Holiday","Spring"
2018-03-26,6.86770833333333,11,18.1,5.3,41.6443514644351,23.1464435146443,64.5,9.1,73.4,1.9,4.4,15505,"Weekday","Spring"
2018-03-27,6.86770833333333,13.3,20,7.7,41.6443514644351,23.1464435146443,61.1,7.9,63.7,1.6,3.9,17456,"Weekday","Spring"
2018-03-28,6.86770833333333,14,19,9.4,41.6443514644351,23.1464435146443,66.4,5.2,41.6,2.2,4.8,21232,"Weekday","Spring"
2018-03-29,6.86770833333333,15.4,21.1,11.8,41.6443514644351,23.1464435146443,66.3,7.5,60,1.6,4,21436,"Weekday","Spring"
2018-03-30,6.86770833333333,14.8,21.9,9.8,41.6443514644351,23.1464435146443,55.6,9.9,79.2,1.7,3.8,24411,"Weekday","Spring"
2018-03-31,6.86770833333333,14,20.1,9.3,41.6443514644351,23.1464435146443,52.9,7.9,62.7,1.9,4.5,25673,"Holiday","Spring"
2018-04-01,6.86770833333333,15.6,18.5,11.7,41.6443514644351,23.1464435146443,68.8,1.3,10.3,1.5,3.5,22994,"Holiday","Spring"
2018-04-02,6.86770833333333,18.4,23.7,14.9,41.6443514644351,23.1464435146443,64,5.6,44.4,1.9,4.5,28139,"Weekday","Spring"
2018-04-03,6.86770833333333,17.8,21.2,14.9,41.6443514644351,23.1464435146443,72.9,0.8,6.3,2.1,4.4,26817,"Weekday","Spring"
2018-04-04,6.86770833333333,13.4,18.2,9.5,41.6443514644351,23.1464435146443,67,8,63,1.9,5.1,26034,"Weekday","Spring"
2018-04-05,6.86770833333333,7.6,9.5,6.7,41.6443514644351,23.1464435146443,90.6,0,0,2,3.5,2833,"Weekday","Spring"
2018-04-06,6.86770833333333,5.8,8.6,3,41.6443514644351,23.1464435146443,71.6,4,31.3,3.1,5.7,13297,"Weekday","Spring"
2018-04-07,6.86770833333333,4.2,8.6,1.4,41.6443514644351,23.1464435146443,45.5,9,70.3,4.1,6,13088,"Holiday","Spring"
2018-04-08,6.86770833333333,3.9,7.9,0.6,41.6443514644351,23.1464435146443,59.6,3.3,25.6,1.8,3.6,7758,"Holiday","Spring"
2018-04-09,6.86770833333333,7.9,15.4,0.1,32,22,57.9,9.5,73.6,1.1,2.9,23925,"Weekday","Spring"
2018-04-10,5,15.1,21.9,6.9,37,18,51,6.3,48.5,3.5,8.8,20423,"Weekday","Spring"
2018-04-11,6.86770833333333,12.6,17.3,8.7,53,20,49.4,11.8,90.8,3,6.1,25557,"Weekday","Spring"
2018-04-12,6.86770833333333,13.3,19.6,6.8,40,14,30.5,12,92.3,2.6,6.2,28885,"Weekday","Spring"
2018-04-13,6.86770833333333,14.6,19.3,8.3,29,13,22.9,2.7,20.6,1.3,3.7,29497,"Weekday","Spring"
2018-04-14,9,9,14.8,7.5,18,10,78.8,0.3,2.3,1.8,4.1,8216,"Holiday","Spring"
2018-04-15,6.86770833333333,9.5,14.2,5.6,61,17,65.5,8.6,65.2,2.4,4.9,12721,"Holiday","Spring"
2018-04-16,6.86770833333333,11.6,18.8,4.9,33,20,41.9,12.3,93.2,1.6,4.7,29589,"Weekday","Spring"
2018-04-17,6.86770833333333,12.9,20.1,6.8,50,25,37.9,12.2,92.4,1.9,5.5,28236,"Weekday","Spring"
2018-04-18,6.86770833333333,12.4,19.3,6.2,57,27,35.4,12,90.2,1.9,3.9,23499,"Weekday","Spring"
2018-04-19,6.86770833333333,14,20.5,7.4,70,32,38.8,11.4,85.7,1.9,5.1,20400,"Weekday","Spring"
2018-04-20,6.86770833333333,18.4,26.3,11,41.6443514644351,23.1464435146443,46,11.3,84.3,1.3,3.6,28351,"Weekday","Spring"
2018-04-21,6.86770833333333,18.7,25.6,12.3,66,36,32,12.4,92.5,1.9,4.6,33144,"Holiday","Spring"
2018-04-22,15.5,15.5,21,10.7,33,18,57.4,0,0,1.1,2.9,8095,"Holiday","Spring"
2018-04-23,59,9.3,10.7,8.4,9,6,93.9,0,0,2.2,3,1037,"Weekday","Spring"
2018-04-24,3,12.1,16.1,8.9,7,4,63.3,0,0,1.4,2.8,24560,"Weekday","Spring"
2018-04-25,6.86770833333333,14.6,23.3,5.7,30,22,37.8,12.4,91.9,1.5,4.4,33728,"Weekday","Spring"
2018-04-26,6.86770833333333,14.9,22.1,10,39,26,51.9,11.7,86,2.1,5.1,32547,"Weekday","Spring"
2018-04-27,6.86770833333333,15.7,23.3,9.7,48,33,52.9,11.3,83.1,1.7,3.8,32989,"Weekday","Spring"
2018-04-28,6.86770833333333,15.4,21.7,10.5,56,35,49,12.4,91.2,2,4.8,33738,"Holiday","Spring"
2018-04-29,6.86770833333333,16.2,22.9,9.4,47,27,43.1,11.6,84.7,1.9,4.3,35159,"Holiday","Spring"
2018-04-30,6.86770833333333,19.2,25,14.1,70,47,61.6,9.2,67.2,1.6,3.6,32629,"Weekday","Spring"
2018-05-01,0,20.4,23.3,17.8,52,36,72.8,3.2,23.4,1.5,4,34593,"Weekday","Spring"
2018-05-02,12,15.1,19.7,8.7,41,30,90.4,0,0,1.9,5.2,8374,"Weekday","Spring"
2018-05-03,1,11.2,14.7,6.9,24,12,62.4,8.2,59.4,2.7,5.3,25963,"Weekday","Spring"
2018-05-04,6.86770833333333,14.1,20,8.8,37,15,45.5,12.4,89.9,2.7,5.9,34058,"Weekday","Spring"
2018-05-05,6.86770833333333,18.3,24.6,11.6,34,17,46.8,11,79.1,2.6,4.8,37389,"Holiday","Spring"
2018-05-06,22,16.6,20.7,15,13,8,86.4,3.2,23,1.1,3.9,19809,"Holiday","Spring"
2018-05-07,6.86770833333333,19.2,25.5,14,30,16,60.3,7.1,51.1,1.2,3.7,40026,"Weekday","Spring"
2018-05-08,6.86770833333333,17.5,22.9,11.6,15,7,50.9,11.3,80.7,1.7,2.7,33738,"Weekday","Spring"
2018-05-09,6.86770833333333,15.7,21.8,9.2,19,7,50.4,12.6,90,1.7,3.6,37851,"Weekday","Spring"
2018-05-10,6.86770833333333,15.4,21.4,11.3,35,18,67.4,12.3,87.9,2.3,5.4,36549,"Weekday","Spring"
2018-05-11,6.86770833333333,16.1,21.3,11.9,51,29,59.8,5.3,37.6,1.8,3.5,33923,"Weekday","Spring"
2018-05-12,32,14.2,16.1,11.8,27,17,89.3,0,0,0.9,2.9,3551,"Holiday","Spring"
2018-05-13,0.5,15.8,20,12.7,18,12,82.5,6.9,48.9,1.9,3.9,35668,"Holiday","Spring"
2018-05-14,6.86770833333333,18.2,24.5,11.9,58,37,71.4,7.2,50.7,1.4,3.4,35918,"Weekday","Spring"
2018-05-15,0,23.2,29.3,15.4,66,46,56.4,8.9,62.7,1.1,3.4,36476,"Weekday","Spring"
2018-05-16,45,22.3,24.4,21.8,32,22,93.8,0,0,1.9,6.1,7072,"Weekday","Spring"
2018-05-17,83,20.9,23.5,18.8,13,8,97,0,0,1.4,8,3802,"Weekday","Spring"
2018-05-18,6.86770833333333,16.3,19.3,12.2,41.6443514644351,23.1464435146443,86.8,0.4,2.8,1.3,2.7,19629,"Weekday","Spring"
2018-05-19,6.86770833333333,17.6,24.7,10.3,41.6443514644351,23.1464435146443,47.5,12.7,88.8,1.5,2.9,43471,"Holiday","Spring"
2018-05-20,6.86770833333333,17,22.6,11.5,9,5,32.1,4.2,29.4,1.4,2.8,39036,"Holiday","Spring"
2018-05-21,6.86770833333333,17.8,23.7,11.3,8,5,43.9,8.8,61.5,1.4,3.5,42039,"Weekday","Spring"
2018-05-22,6.86770833333333,18.1,23.2,15.4,41.6443514644351,23.1464435146443,75.5,2.7,18.8,1.1,3.1,17444,"Weekday","Spring"
2018-05-23,6.86770833333333,17.3,23.3,13.6,41.6443514644351,23.1464435146443,57.1,12.7,88.2,2.5,5,35975,"Weekday","Spring"
2018-05-24,6.86770833333333,18.3,23.7,11.2,41.6443514644351,23.1464435146443,47.4,12.5,86.8,2.2,5.4,36858,"Weekday","Spring"
2018-05-25,6.86770833333333,19.7,26.2,13.8,41.6443514644351,23.1464435146443,47.4,12.1,84,1.8,4.5,37569,"Weekday","Spring"
2018-05-26,6.86770833333333,21.8,29.6,14,41.6443514644351,23.1464435146443,50.1,12.6,86.9,1.4,4,37761,"Holiday","Spring"
2018-05-27,6.86770833333333,20.3,24.7,17.3,56,25,47.4,4.7,32.4,1.7,4.1,39534,"Holiday","Spring"
2018-05-28,6.86770833333333,22.3,29.1,16.2,41,20,49.8,12.5,86.2,1.6,4.3,40775,"Weekday","Spring"
2018-05-29,6.86770833333333,21.4,25.9,19.1,41.6443514644351,23.1464435146443,69.3,3.4,23.4,1.8,4.4,29925,"Weekday","Spring"
2018-05-30,6.86770833333333,20.2,24.7,15.8,41.6443514644351,23.1464435146443,69.8,9.8,67.6,1.9,4.4,39214,"Weekday","Spring"
2018-05-31,6.86770833333333,20.9,27.6,14.2,41.6443514644351,23.1464435146443,58.9,12.9,88.4,1.9,3.6,41619,"Weekday","Spring"
2018-06-01,14.6131944444444,23.8,30.2,17.5,35,20,50.4,12.9,88.4,1.9,4.3,41970,"Weekday","Summer"
2018-06-02,14.6131944444444,23.4,30.1,17.6,43,27,44.5,12.8,87.7,2,4.5,41677,"Holiday","Summer"
2018-06-03,14.6131944444444,24,30.8,16.9,25.3227091633466,16.6104417670683,39.4,12.9,88.4,1.6,4.2,40565,"Holiday","Summer"
2018-06-04,14.6131944444444,22.6,27.5,18.9,36,24,50.1,9.2,63,1.9,4.4,44014,"Weekday","Summer"
2018-06-05,14.6131944444444,23.7,29.2,17.7,32,22,52.5,11.4,77.6,1.7,4,44118,"Weekday","Summer"
2018-06-06,14.6131944444444,23,27.9,18.4,25.3227091633466,16.6104417670683,62.9,12.7,86.4,2,4,40440,"Weekday","Summer"
2018-06-07,14.6131944444444,22.2,29.4,17.8,25.3227091633466,16.6104417670683,69.3,9.4,63.9,2,4.1,42038,"Weekday","Summer"
2018-06-08,14.6131944444444,21.9,27,18.5,25.3227091633466,16.6104417670683,68,7.1,48.3,2.1,3.7,46516,"Weekday","Summer"
2018-06-09,14.6131944444444,23.7,30.1,18.9,25.3227091633466,16.6104417670683,60.6,7.9,53.7,1.4,3.5,32839,"Holiday","Summer"
2018-06-10,14.6131944444444,21.3,24.9,18.3,25.3227091633466,16.6104417670683,59.9,1.4,9.5,1.4,2.9,39277,"Holiday","Summer"
2018-06-11,14.6131944444444,20.2,23.9,18,25.3227091633466,16.6104417670683,67.3,3.3,22.4,1.4,4.3,30605,"Weekday","Summer"
2018-06-12,14.6131944444444,21.3,27.1,16.6,25.3227091633466,16.6104417670683,65.5,12.1,82.3,1.7,4.7,46201,"Weekday","Summer"
2018-06-13,14.6131944444444,22,27,18.3,25.3227091633466,16.6104417670683,64,4.9,33.3,1.5,5.1,49116,"Weekday","Summer"
2018-06-14,14.6131944444444,21.6,25.1,18.8,25.3227091633466,16.6104417670683,74.9,1.4,9.5,1.1,3.7,30511,"Weekday","Summer"
2018-06-15,14.6131944444444,21.7,27,17.2,25.3227091633466,16.6104417670683,60.8,9.8,66.2,1.4,2.7,45103,"Weekday","Summer"
2018-06-16,14.6131944444444,22.5,28.7,16.3,25.3227091633466,16.6104417670683,56.4,13,87.8,1.4,2.8,46457,"Holiday","Summer"
2018-06-17,14.6131944444444,22.8,27.5,18.9,25.3227091633466,16.6104417670683,66.9,2.4,16.2,1.3,3.9,43484,"Holiday","Summer"
2018-06-18,14.6131944444444,24.8,30.8,19.9,25.3227091633466,16.6104417670683,54.9,12.6,85.1,1.5,4,36316,"Weekday","Summer"
2018-06-19,14.6131944444444,22.4,27.2,19.1,25.3227091633466,16.6104417670683,61.3,3.1,20.9,1.8,3.6,47296,"Weekday","Summer"
2018-06-20,14.6131944444444,22.7,28.4,19.1,25.3227091633466,16.6104417670683,68.1,10.2,68.9,2.3,4.2,46612,"Weekday","Summer"
2018-06-21,14.6131944444444,23.7,28.7,19.4,25.3227091633466,16.6104417670683,60.1,12.6,85.1,2.2,4.4,47762,"Weekday","Summer"
2018-06-22,14.6131944444444,25,32,18.2,38,23,45.1,12.4,83.8,1.8,4.3,47478,"Weekday","Summer"
2018-06-23,14.6131944444444,24.5,28.9,20.9,25.3227091633466,16.6104417670683,50.6,8.5,57.4,2,4.4,45663,"Holiday","Summer"
2018-06-24,14.6131944444444,25.2,32.1,20.1,25.3227091633466,16.6104417670683,62.8,11.1,75,1.9,3.7,39548,"Holiday","Summer"
2018-06-25,14.6131944444444,27.1,32.9,21.3,25.3227091633466,16.6104417670683,57.1,7.8,52.7,1.2,3.2,46565,"Weekday","Summer"
2018-06-26,71.5,22.3,26.9,20.2,51,34,88.3,0,0,2.4,5.7,6391,"Weekday","Summer"
2018-06-27,14.6131944444444,22.3,25.5,19.1,25.3227091633466,16.6104417670683,81.9,2.9,19.6,2,4.5,41128,"Weekday","Summer"
2018-06-28,14.6131944444444,23.3,27.3,20.6,25.3227091633466,16.6104417670683,85.1,1.9,12.8,1.1,4.3,27757,"Weekday","Summer"
2018-06-29,14.6131944444444,24.7,29.1,21.9,25.3227091633466,16.6104417670683,78.5,8.4,56.8,1.5,3.2,42765,"Weekday","Summer"
2018-06-30,14.5,24.4,27.9,21.6,50,34,83.8,0.5,3.4,0.9,5.1,26911,"Holiday","Summer"
2018-07-01,83.5,21.9,22.8,21,11,8,94.6,0,0,0.8,2.3,4358,"Holiday","Summer"
2018-07-02,59.5,22.6,25.3,20.6,10,7,95.4,0.1,0.7,0.7,2.9,6261,"Weekday","Summer"
2018-07-03,0.1,27.4,32.6,22.5,11,8,74.4,10.1,68.7,0.8,2.6,41350,"Weekday","Summer"
2018-07-04,14.6131944444444,27.3,31.8,24,25.3227091633466,16.6104417670683,69.6,8.4,57.1,1.7,3.9,45741,"Weekday","Summer"
2018-07-05,14.6131944444444,25.3,29,23.4,25.3227091633466,16.6104417670683,72.8,1.7,11.6,1.2,3,39804,"Weekday","Summer"
2018-07-06,14.6131944444444,23.9,27.1,21.5,6,3,57.8,2.6,17.7,1.8,3.4,49521,"Weekday","Summer"
2018-07-07,14.6131944444444,23.7,29.2,19.5,25.3227091633466,16.6104417670683,51.4,6.28576642335766,0,1.6,2.3,48015,"Holiday","Summer"
2018-07-08,14.6131944444444,23.3,28.1,17.7,11,8,51.5,9.5,65.1,1.5,2.8,48132,"Holiday","Summer"
2018-07-09,14,20.8,24.2,20.1,9,7,82.3,0,0,1.1,1.8,8155,"Weekday","Summer"
2018-07-10,16.5,23.7,26.5,20.4,19,13,87.8,0,0,0.7,1.6,27956,"Weekday","Summer"
2018-07-11,3,26.8,29.5,24.4,34,23,82.9,0.1,0.7,1.3,3.9,35390,"Weekday","Summer"
2018-07-12,1,26.6,28.2,25.1,28,18,82.4,1.1,7.5,1.5,3.6,43611,"Weekday","Summer"
2018-07-13,14.6131944444444,27.3,30.9,24.7,22,17,74.8,7,47.9,1.8,3.4,44976,"Weekday","Summer"
2018-07-14,0,27.9,31.9,24.6,20,15,69.6,11.3,77.9,1.9,4.2,39205,"Holiday","Summer"
2018-07-15,14.6131944444444,28.3,33.2,24.5,23,18,69.6,11,75.9,1.6,3.7,34957,"Holiday","Summer"
2018-07-16,14.6131944444444,28.7,34,24,24,20,64.3,12.9,89,1.7,3.6,40964,"Weekday","Summer"
2018-07-17,14.6131944444444,28.1,32.1,23.9,28,25,66.5,13,89.7,1.7,4.1,43323,"Weekday","Summer"
2018-07-18,14.6131944444444,28.2,33.2,23.7,33,30,64.8,13,89.7,1.6,4.1,42609,"Weekday","Summer"
2018-07-19,14.6131944444444,28.7,34.1,23.2,29,23,64.1,12.9,89.6,1.6,3.2,42316,"Weekday","Summer"
2018-07-20,14.6131944444444,29.5,34.7,24.6,36,28,62.6,12.9,89.6,1.5,3.3,40337,"Weekday","Summer"
2018-07-21,14.6131944444444,30.6,36.9,24.9,35,28,53.6,12.9,89.6,1.5,3.6,32360,"Holiday","Summer"
2018-07-22,14.6131944444444,31.8,38,25.3,29,22,49.6,12.2,84.7,1.4,3.7,28250,"Holiday","Summer"
2018-07-23,14.6131944444444,31.7,35.7,29.2,31,24,53.8,8,55.6,1.8,4,38003,"Weekday","Summer"
2018-07-24,14.6131944444444,31.4,36.8,27.2,40,33,59.5,10.2,71.3,1.6,4,37486,"Weekday","Summer"
2018-07-25,14.6131944444444,30.1,34.1,27.7,32,24,66.3,5.2,36.4,2.4,3.8,39225,"Weekday","Summer"
2018-07-26,14.6131944444444,30.1,33.7,27.3,40,29,68.8,4.4,30.8,1.5,3.4,37796,"Weekday","Summer"
2018-07-27,14.6131944444444,30.9,35.4,27.2,43,30,69.3,9.3,65.5,1.9,3.7,34985,"Weekday","Summer"
2018-07-28,7.5,29.5,35.2,28,31,21,77.1,3.4,23.9,1.2,3.6,24649,"Holiday","Summer"
